Order_ID,Date,Time,Restaurant,Food_Item,Order_Amount,Discount_Percentage,Revenue,Delivery_Time_Minutes,Payment_Method,Delivery_Status,Month,Day_Name,Year,Revenue_Category
ZOMBD84BDF9,2026-04-19,10:34,Biryani House,Noodles,302.87,16,254.41,43,Cash,Delivered,4,Sunday,2026,Medium
ZOMA4F7E8ED,2026-04-20,12:28,KFC,Paneer Tikka,1040.42,33,697.08,15,Debit Card,Cancelled,4,Monday,2026,High
ZOMAECDDFA7,2026-04-29,02:26,Biryani House,Coffee,398.15,0,398.15,26,Debit Card,Cancelled,4,Wednesday,2026,Medium
ZOM6C366FCA,2026-04-20,09:00,Domino's,Noodles,960.26,37,604.96,28,Debit Card,Delayed,4,Monday,2026,High
ZOM18A476D6,2026-04-05,05:39,Cafe Coffee Day,Coffee,1448.73,7,1347.32,32,Wallet,Delivered,4,Sunday,2026,Very High
ZOMB673019D,2026-04-07,12:04,Subway,Sandwich,514.28,22,401.14,16,Cash,Delayed,4,Tuesday,2026,Medium
ZOM2CB35D9A,2026-04-03,19:23,Pizza Hut,Ice Cream,647.62,1,641.14,32,Wallet,Cancelled,4,Friday,2026,High
ZOM8F9A9352,2026-04-03,20:17,Barbeque Nation,Pasta,907.47,8,834.87,68,Credit Card,Delayed,4,Friday,2026,High
ZOM3C542748,2026-04-13,01:45,KFC,Fries,304.6,37,191.9,19,Upi,Delayed,4,Monday,2026,Low
ZOME9EAA37D,2026-04-16,09:56,Biryani House,Pasta,1415.19,32,962.33,41,Wallet,Delivered,4,Thursday,2026,High
ZOM8D9A84C5,2026-04-30,17:47,Subway,Coffee,183.74,34,121.27,17,Debit Card,Delivered,4,Thursday,2026,Low
ZOM54F7CC38,2026-04-22,08:14,Cafe Coffee Day,Fries,585.45,6,550.32,53,Cash,Delivered,4,Wednesday,2026,High
ZOMB62516A2,2026-04-15,05:27,Domino's,Ice Cream,1402.39,4,1346.29,58,Credit Card,Cancelled,4,Wednesday,2026,Very High
ZOMABAF5C3C,2026-04-13,06:59,Cafe Coffee Day,Paneer Tikka,1010.11,16,848.49,40,Upi,Delivered,4,Monday,2026,High
ZOM0A088703,2026-04-14,10:03,Haldiram's,Noodles,848.04,38,525.78,38,Credit Card,Delayed,4,Tuesday,2026,High
ZOM34F66DC6,2026-04-27,10:12,Haldiram's,Noodles,1345.04,37,847.38,49,Wallet,Delivered,4,Monday,2026,High
ZOM87C88D24,2026-04-14,22:26,Haldiram's,Coffee,830.66,2,814.05,36,Upi,Delivered,4,Tuesday,2026,High
ZOM8DE5EB04,2026-04-19,17:48,Cafe Coffee Day,Sandwich,1356.97,35,882.03,56,Credit Card,Delayed,4,Sunday,2026,High
ZOM110BA614,2026-04-16,06:50,Cafe Coffee Day,Ice Cream,369.35,30,258.55,63,Credit Card,Cancelled,4,Thursday,2026,Medium
ZOM054BADD7,2026-04-11,14:18,Domino's,Coffee,1355.62,29,962.49,17,Wallet,Delayed,4,Saturday,2026,High
ZOM2FC9B745,2026-04-26,10:47,KFC,Sandwich,588.22,32,399.99,49,Credit Card,Cancelled,4,Sunday,2026,Medium
ZOM529C453D,2026-04-10,23:14,Pizza Hut,Sandwich,1401.79,29,995.27,20,Upi,Delayed,4,Friday,2026,High
ZOM956F34FA,2026-04-27,10:27,Cafe Coffee Day,Pizza,622.15,30,435.5,20,Credit Card,Cancelled,4,Monday,2026,Medium
ZOM91451A92,2026-04-06,12:25,Haldiram's,Ice Cream,1345.09,39,820.5,20,Wallet,Delivered,4,Monday,2026,High
ZOM5855C004,2026-04-27,11:08,Burger King,Pizza,741.82,37,467.35,17,Wallet,Cancelled,4,Monday,2026,Medium
ZOM9E748F3A,2026-04-09,12:15,Subway,Coffee,1246.67,27,910.07,17,Debit Card,Delayed,4,Thursday,2026,High
ZOM3071352D,2026-04-13,20:19,Burger King,Pasta,898.5,12,790.68,46,Credit Card,Cancelled,4,Monday,2026,High
ZOMBA9144C4,2026-04-23,17:13,KFC,Pasta,831.03,12,731.31,56,Upi,Cancelled,4,Thursday,2026,High
ZOM4B68C747,2026-04-19,07:41,Barbeque Nation,Fries,333.44,18,273.42,51,Cash,Delayed,4,Sunday,2026,Medium
ZOM5724831B,2026-04-26,20:11,Biryani House,Coffee,1148.57,25,861.43,35,Cash,Cancelled,4,Sunday,2026,High
ZOMB7A83F22,2026-04-16,19:28,Domino's,Paneer Tikka,1384.24,5,1315.03,16,Upi,Delivered,4,Thursday,2026,Very High
ZOM855F9692,2026-04-28,17:59,Domino's,Pasta,233.75,2,229.07,25,Debit Card,Cancelled,4,Tuesday,2026,Medium
ZOMA28C2764,2026-04-14,02:29,Barbeque Nation,Coffee,893.8,32,607.78,65,Credit Card,Cancelled,4,Tuesday,2026,High
ZOMA326977A,2026-04-23,19:58,Biryani House,Biryani,1091.74,4,1048.07,46,Debit Card,Cancelled,4,Thursday,2026,Very High
ZOM47C0A1E5,2026-04-12,00:09,Subway,Biryani,1311.78,38,813.3,37,Upi,Delivered,4,Sunday,2026,High
ZOM42B0A628,2026-04-05,04:52,Pizza Hut,Pasta,1329.79,7,1236.7,38,Cash,Cancelled,4,Sunday,2026,Very High
ZOM0DC5A29B,2026-04-11,18:57,McDonald's,Paneer Tikka,335.66,30,234.96,44,Debit Card,Delayed,4,Saturday,2026,Medium
ZOM48F8E675,2026-04-13,03:24,Haldiram's,Pasta,350.76,8,322.7,28,Wallet,Delivered,4,Monday,2026,Medium
ZOM54B6B15A,2026-04-04,21:03,Domino's,Burger,1174.1,30,821.87,43,Debit Card,Cancelled,4,Saturday,2026,High
ZOM799308B9,2026-04-10,12:01,Barbeque Nation,Coffee,864.13,18,708.59,31,Wallet,Delivered,4,Friday,2026,High
ZOM7E97B5EA,2026-04-16,23:20,KFC,Burger,133.15,35,86.55,23,Cash,Delivered,4,Thursday,2026,Low
ZOMEC41647A,2026-04-04,10:54,Haldiram's,Noodles,1061.97,17,881.44,39,Cash,Delivered,4,Saturday,2026,High
ZOMF1E333FD,2026-04-27,15:18,KFC,Noodles,218.68,1,216.49,37,Upi,Cancelled,4,Monday,2026,Medium
ZOM95789EF2,2026-04-04,12:17,Biryani House,Ice Cream,894.36,26,661.83,58,Wallet,Delayed,4,Saturday,2026,High
ZOMD0A8DB85,2026-04-06,06:39,Burger King,Noodles,1111.02,12,977.7,48,Debit Card,Delivered,4,Monday,2026,High
ZOM93B70B27,2026-04-06,16:18,KFC,Fries,1080.19,26,799.34,38,Credit Card,Delayed,4,Monday,2026,High
ZOME4E71961,2026-04-22,00:04,Haldiram's,Burger,314.81,38,195.18,31,Wallet,Delayed,4,Wednesday,2026,Low
ZOMC55FC3DE,2026-04-19,11:08,Haldiram's,Fries,563.78,21,445.39,30,Upi,Delivered,4,Sunday,2026,Medium
ZOM89BFC790,2026-04-25,18:24,Cafe Coffee Day,Pizza,623.42,36,398.99,36,Wallet,Cancelled,4,Saturday,2026,Medium
ZOM45A1D88E,2026-04-09,11:43,McDonald's,Sandwich,1034.3,36,661.95,35,Cash,Delivered,4,Thursday,2026,High
ZOM699A0ABE,2026-04-01,04:02,Barbeque Nation,Ice Cream,1003.06,13,872.66,57,Debit Card,Delivered,4,Wednesday,2026,High
ZOM279C730B,2026-04-21,14:04,Biryani House,Pizza,460.71,40,276.43,69,Credit Card,Delivered,4,Tuesday,2026,Medium
ZOM2BA37B4F,2026-04-03,04:58,Domino's,Sandwich,257.07,0,257.07,41,Wallet,Cancelled,4,Friday,2026,Medium
ZOM6200BABC,2026-04-20,15:22,Domino's,Ice Cream,319.09,2,312.71,33,Wallet,Cancelled,4,Monday,2026,Medium
ZOM103B3FD9,2026-04-11,09:11,Biryani House,Ice Cream,598.93,21,473.15,39,Cash,Delivered,4,Saturday,2026,Medium
ZOM2A56E4C2,2026-04-06,19:03,Subway,Sandwich,1434.77,20,1147.82,66,Upi,Cancelled,4,Monday,2026,Very High
ZOM86634088,2026-04-03,00:22,Cafe Coffee Day,Pasta,1449.52,24,1101.64,53,Cash,Delayed,4,Friday,2026,Very High
ZOM679500F1,2026-04-07,22:55,Haldiram's,Pizza,1235.51,26,914.28,44,Upi,Cancelled,4,Tuesday,2026,High
ZOMB9711E22,2026-04-09,21:33,KFC,Fries,1011.65,9,920.6,63,Wallet,Delayed,4,Thursday,2026,High
ZOM33973ACF,2026-04-07,17:40,McDonald's,Noodles,1369.42,21,1081.84,38,Cash,Delivered,4,Tuesday,2026,Very High
ZOMC4345894,2026-04-10,14:30,Barbeque Nation,Pasta,152.02,19,123.14,59,Upi,Delayed,4,Friday,2026,Low
ZOMF767CF3F,2026-04-15,12:08,Burger King,Fries,757.76,15,644.1,36,Cash,Delayed,4,Wednesday,2026,High
ZOM5BB50174,2026-04-06,14:53,Barbeque Nation,Pasta,1127.1,13,980.58,24,Debit Card,Delivered,4,Monday,2026,High
ZOMAB3BC741,2026-04-28,04:21,Subway,Ice Cream,200.57,13,174.5,28,Debit Card,Delivered,4,Tuesday,2026,Low
ZOMD6D9A368,2026-04-29,23:43,Domino's,Burger,1141.37,14,981.58,31,Debit Card,Cancelled,4,Wednesday,2026,High
ZOM433FDB84,2026-04-14,15:23,KFC,Ice Cream,1399.87,1,1385.87,18,Wallet,Cancelled,4,Tuesday,2026,Very High
ZOM7878F781,2026-04-24,09:57,Pizza Hut,Biryani,1356.01,34,894.97,18,Cash,Delayed,4,Friday,2026,High
ZOM03791BAA,2026-04-16,03:54,Domino's,Sandwich,180.19,7,167.58,63,Credit Card,Delivered,4,Thursday,2026,Low
ZOMB28381D3,2026-04-07,01:23,Barbeque Nation,Pizza,1173.64,37,739.39,67,Wallet,Delayed,4,Tuesday,2026,High
ZOMB49BAA36,2026-04-29,07:52,Biryani House,Pizza,470.75,37,296.57,18,Wallet,Cancelled,4,Wednesday,2026,Medium
ZOM0C5B1798,2026-04-29,12:32,Biryani House,Fries,522.59,33,350.14,35,Wallet,Delayed,4,Wednesday,2026,Medium
ZOM7D108D70,2026-04-10,04:10,Cafe Coffee Day,Coffee,605.13,29,429.64,48,Credit Card,Cancelled,4,Friday,2026,Medium
ZOMB8199E00,2026-04-11,11:44,Subway,Biryani,719.92,18,590.33,52,Cash,Cancelled,4,Saturday,2026,High
ZOMD2E81CCA,2026-04-16,10:01,Burger King,Fries,239.28,13,208.17,23,Debit Card,Cancelled,4,Thursday,2026,Medium
ZOM121451E6,2026-04-10,19:17,Burger King,Burger,309.91,11,275.82,42,Debit Card,Delivered,4,Friday,2026,Medium
ZOM1D6E4341,2026-04-20,11:11,Subway,Paneer Tikka,383.44,6,360.43,50,Debit Card,Delivered,4,Monday,2026,Medium
ZOME8B99F4E,2026-04-23,09:11,Pizza Hut,Noodles,1150.47,14,989.4,46,Debit Card,Delayed,4,Thursday,2026,High
ZOMD5842F33,2026-04-08,03:11,Haldiram's,Pasta,469.76,18,385.2,48,Debit Card,Delayed,4,Wednesday,2026,Medium
ZOM1FDF5D86,2026-04-07,12:09,Cafe Coffee Day,Fries,1161.08,4,1114.64,55,Credit Card,Delivered,4,Tuesday,2026,Very High
ZOM2CC3A9ED,2026-04-07,23:29,Cafe Coffee Day,Noodles,396.14,19,320.87,56,Debit Card,Delivered,4,Tuesday,2026,Medium
ZOM78DC4614,2026-04-02,22:27,Pizza Hut,Ice Cream,561.99,34,370.91,24,Debit Card,Cancelled,4,Thursday,2026,Medium
ZOM08FDD54F,2026-04-12,09:59,Haldiram's,Paneer Tikka,1238.66,24,941.38,19,Credit Card,Delayed,4,Sunday,2026,High
ZOMEEC91A3B,2026-04-21,17:36,Domino's,Pasta,795.28,40,477.17,60,Debit Card,Delayed,4,Tuesday,2026,Medium
ZOMAC79042F,2026-04-30,10:33,Subway,Biryani,1404.69,17,1165.89,51,Wallet,Delayed,4,Thursday,2026,Very High
ZOMCC61D3DF,2026-04-07,13:34,Haldiram's,Pizza,765.1,7,711.54,44,Credit Card,Delivered,4,Tuesday,2026,High
ZOMDDC2D680,2026-04-11,12:05,Pizza Hut,Fries,256.82,22,200.32,66,Upi,Delivered,4,Saturday,2026,Medium
ZOM1A653E8E,2026-04-16,09:51,McDonald's,Ice Cream,941.32,34,621.27,48,Debit Card,Delayed,4,Thursday,2026,High
ZOM7DE5434F,2026-04-28,12:56,Barbeque Nation,Ice Cream,264.07,23,203.33,53,Upi,Delivered,4,Tuesday,2026,Medium
ZOM89AF0017,2026-04-16,02:46,Haldiram's,Noodles,813.86,8,748.75,15,Upi,Delayed,4,Thursday,2026,High
ZOMD7F5B689,2026-04-06,13:32,Pizza Hut,Coffee,415.05,7,386.0,25,Credit Card,Delivered,4,Monday,2026,Medium
ZOM03619372,2026-04-02,12:03,McDonald's,Coffee,636.51,4,611.05,54,Debit Card,Cancelled,4,Thursday,2026,High
ZOMCF0BBF95,2026-04-20,00:21,Burger King,Coffee,486.62,21,384.43,50,Cash,Delayed,4,Monday,2026,Medium
ZOM2D5A018B,2026-04-25,02:38,Cafe Coffee Day,Burger,1251.17,19,1013.45,52,Upi,Delayed,4,Saturday,2026,Very High
ZOMA6CC0E93,2026-04-05,21:15,Domino's,Noodles,358.9,6,337.37,65,Cash,Delivered,4,Sunday,2026,Medium
ZOM95D2F270,2026-04-11,14:23,McDonald's,Biryani,980.36,8,901.93,30,Upi,Delivered,4,Saturday,2026,High
ZOMC3634814,2026-04-28,09:32,Domino's,Fries,966.17,40,579.7,41,Credit Card,Delivered,4,Tuesday,2026,High
ZOM3F8C73D6,2026-04-29,02:28,Domino's,Sandwich,309.99,5,294.49,68,Debit Card,Delivered,4,Wednesday,2026,Medium
ZOMBC53E9E2,2026-04-25,02:50,Cafe Coffee Day,Pizza,218.17,24,165.81,56,Upi,Delayed,4,Saturday,2026,Low
ZOM406238B6,2026-04-18,15:34,Pizza Hut,Pizza,1416.62,13,1232.46,58,Credit Card,Cancelled,4,Saturday,2026,Very High
ZOMEEDB183E,2026-04-30,09:23,Barbeque Nation,Burger,974.77,6,916.28,29,Upi,Delivered,4,Thursday,2026,High
ZOMDE74C551,2026-04-12,09:57,Haldiram's,Noodles,731.67,36,468.27,27,Credit Card,Delivered,4,Sunday,2026,Medium
ZOM91F82F56,2026-04-08,11:41,Pizza Hut,Sandwich,1288.22,1,1275.34,59,Upi,Cancelled,4,Wednesday,2026,Very High
ZOM02339739,2026-04-29,13:16,McDonald's,Ice Cream,1156.67,30,809.67,68,Debit Card,Delayed,4,Wednesday,2026,High
ZOM5F3505AC,2026-04-05,20:37,Barbeque Nation,Burger,492.63,26,364.55,27,Upi,Cancelled,4,Sunday,2026,Medium
ZOM04FBCF03,2026-04-29,10:57,Haldiram's,Sandwich,1410.68,14,1213.18,50,Upi,Cancelled,4,Wednesday,2026,Very High
ZOM2DB41CEB,2026-04-27,04:49,Barbeque Nation,Sandwich,151.11,28,108.8,61,Credit Card,Delayed,4,Monday,2026,Low
ZOM00BBB3D6,2026-04-17,08:21,Burger King,Biryani,859.25,3,833.47,25,Debit Card,Delayed,4,Friday,2026,High
ZOMECC059B7,2026-04-16,12:43,Barbeque Nation,Pizza,127.99,6,120.31,42,Debit Card,Cancelled,4,Thursday,2026,Low
ZOM9219F3CC,2026-04-05,10:11,Subway,Sandwich,739.24,12,650.53,32,Credit Card,Delivered,4,Sunday,2026,High
ZOM2B087CF9,2026-04-23,18:02,Subway,Biryani,679.71,31,469.0,19,Upi,Delayed,4,Thursday,2026,Medium
ZOM104B4328,2026-04-07,00:26,Subway,Pasta,407.86,17,338.52,68,Debit Card,Delivered,4,Tuesday,2026,Medium
ZOM3341618B,2026-04-01,21:42,Pizza Hut,Noodles,835.99,10,752.39,61,Credit Card,Cancelled,4,Wednesday,2026,High
ZOM046EB6F6,2026-04-06,07:29,KFC,Sandwich,1477.17,21,1166.96,51,Debit Card,Delivered,4,Monday,2026,Very High
ZOMEC5C38B8,2026-04-10,16:26,KFC,Biryani,837.88,32,569.76,25,Credit Card,Delivered,4,Friday,2026,High
ZOMA30FA011,2026-04-11,00:11,Cafe Coffee Day,Noodles,1440.82,11,1282.33,31,Debit Card,Delayed,4,Saturday,2026,Very High
ZOM714C477F,2026-04-19,00:12,Cafe Coffee Day,Burger,437.48,16,367.48,29,Debit Card,Delivered,4,Sunday,2026,Medium
ZOMB32486F1,2026-04-11,16:56,Pizza Hut,Biryani,801.87,31,553.29,25,Cash,Delivered,4,Saturday,2026,High
ZOM987084F7,2026-04-28,21:56,Domino's,Pizza,984.71,10,886.24,61,Credit Card,Delivered,4,Tuesday,2026,High
ZOM2B5B9F07,2026-04-21,04:13,Burger King,Pizza,1033.19,17,857.55,27,Cash,Delayed,4,Tuesday,2026,High
ZOM2B3E3619,2026-04-27,17:30,Subway,Fries,1004.01,35,652.61,64,Cash,Cancelled,4,Monday,2026,High
ZOMDCF9BB7F,2026-04-27,01:50,Pizza Hut,Coffee,194.98,6,183.28,30,Wallet,Delivered,4,Monday,2026,Low
ZOM8B767B18,2026-04-13,12:26,KFC,Coffee,900.85,40,540.51,70,Credit Card,Delayed,4,Monday,2026,High
ZOMA80A5BB9,2026-04-13,23:39,McDonald's,Paneer Tikka,1389.97,39,847.88,51,Debit Card,Delayed,4,Monday,2026,High
ZOMF92B921D,2026-04-23,10:54,Subway,Sandwich,1077.41,14,926.57,66,Credit Card,Delayed,4,Thursday,2026,High
ZOMDA5B9770,2026-04-11,07:44,Cafe Coffee Day,Noodles,343.02,24,260.7,27,Debit Card,Cancelled,4,Saturday,2026,Medium
ZOM3212CC3C,2026-04-19,09:55,KFC,Burger,1345.79,34,888.22,47,Wallet,Delayed,4,Sunday,2026,High
ZOM0271CE0F,2026-04-22,12:06,Biryani House,Pasta,668.63,26,494.79,30,Credit Card,Delivered,4,Wednesday,2026,Medium
ZOM30315716,2026-04-26,16:51,McDonald's,Fries,167.87,5,159.48,31,Upi,Cancelled,4,Sunday,2026,Low
ZOM28ED5528,2026-04-17,05:18,Cafe Coffee Day,Pizza,955.72,29,678.56,63,Credit Card,Delayed,4,Friday,2026,High
ZOM764AC8F1,2026-04-09,21:36,Domino's,Coffee,277.07,16,232.74,38,Credit Card,Cancelled,4,Thursday,2026,Medium
ZOMFF4B228B,2026-04-13,11:06,Cafe Coffee Day,Sandwich,1468.57,27,1072.06,53,Upi,Cancelled,4,Monday,2026,Very High
ZOM71F96070,2026-04-12,07:22,KFC,Sandwich,259.88,32,176.72,38,Debit Card,Delivered,4,Sunday,2026,Low
ZOM125C6B22,2026-04-27,18:13,Pizza Hut,Coffee,425.02,38,263.51,69,Credit Card,Delivered,4,Monday,2026,Medium
ZOM025E7185,2026-04-11,22:34,Domino's,Paneer Tikka,331.87,13,288.73,67,Credit Card,Cancelled,4,Saturday,2026,Medium
ZOM392C000A,2026-04-13,01:21,Biryani House,Fries,903.25,28,650.34,57,Debit Card,Delivered,4,Monday,2026,High
ZOM1058284E,2026-04-06,08:36,KFC,Sandwich,1383.19,13,1203.38,31,Upi,Cancelled,4,Monday,2026,Very High
ZOM938B4FA5,2026-04-13,15:51,Haldiram's,Pasta,920.41,24,699.51,47,Wallet,Delivered,4,Monday,2026,High
ZOM39FA0CDF,2026-04-12,21:10,Subway,Paneer Tikka,1289.84,6,1212.45,29,Debit Card,Delivered,4,Sunday,2026,Very High
ZOM45B3D69D,2026-04-25,10:40,Haldiram's,Pizza,1019.9,10,917.91,48,Cash,Delivered,4,Saturday,2026,High
ZOMEDA51716,2026-04-25,23:05,Biryani House,Noodles,1088.48,32,740.17,59,Credit Card,Cancelled,4,Saturday,2026,High
ZOM8B65008E,2026-04-25,14:33,Cafe Coffee Day,Pasta,1481.92,33,992.89,23,Upi,Cancelled,4,Saturday,2026,High
ZOM032DAFF6,2026-04-03,17:05,Haldiram's,Sandwich,1466.42,25,1099.82,31,Upi,Delayed,4,Friday,2026,Very High
ZOM52C1B336,2026-04-18,04:25,McDonald's,Ice Cream,1159.02,31,799.72,60,Debit Card,Delayed,4,Saturday,2026,High
ZOM5C31BA4F,2026-04-02,22:07,Barbeque Nation,Noodles,593.11,36,379.59,32,Upi,Cancelled,4,Thursday,2026,Medium
ZOM5255D815,2026-04-25,08:04,Haldiram's,Paneer Tikka,917.18,37,577.82,34,Wallet,Delayed,4,Saturday,2026,High
ZOMC643A836,2026-04-21,10:42,Cafe Coffee Day,Sandwich,1208.16,7,1123.59,25,Debit Card,Delivered,4,Tuesday,2026,Very High
ZOM4C743C54,2026-04-10,04:09,Domino's,Sandwich,1353.72,19,1096.51,37,Upi,Delivered,4,Friday,2026,Very High
ZOM73DE007D,2026-04-27,05:33,Haldiram's,Pasta,1057.98,32,719.43,56,Debit Card,Delivered,4,Monday,2026,High
ZOM0CC43560,2026-04-18,03:03,Cafe Coffee Day,Sandwich,1145.74,22,893.68,29,Upi,Delayed,4,Saturday,2026,High
ZOMCEF26109,2026-04-19,03:02,Burger King,Sandwich,160.82,37,101.32,40,Upi,Delivered,4,Sunday,2026,Low
ZOMEEF79204,2026-04-29,04:34,Haldiram's,Paneer Tikka,984.84,16,827.27,61,Debit Card,Delivered,4,Wednesday,2026,High
ZOM6F0504C0,2026-04-13,07:06,Barbeque Nation,Burger,1020.23,3,989.62,15,Wallet,Cancelled,4,Monday,2026,High
ZOM314BC3EE,2026-04-14,14:53,Haldiram's,Fries,192.85,8,177.42,67,Debit Card,Delayed,4,Tuesday,2026,Low
ZOM8A8220E6,2026-04-01,06:20,Biryani House,Sandwich,504.61,2,494.52,24,Wallet,Delivered,4,Wednesday,2026,Medium
ZOM00CA3EB4,2026-04-08,11:36,Barbeque Nation,Ice Cream,1290.97,17,1071.51,46,Debit Card,Delayed,4,Wednesday,2026,Very High
ZOM10F6BCB5,2026-04-22,02:34,Subway,Ice Cream,1110.92,26,822.08,59,Credit Card,Delivered,4,Wednesday,2026,High
ZOM7E271041,2026-04-06,02:09,Biryani House,Pizza,448.25,36,286.88,37,Wallet,Delayed,4,Monday,2026,Medium
ZOM49F2D58F,2026-04-07,15:02,Cafe Coffee Day,Biryani,1094.35,9,995.86,29,Credit Card,Delivered,4,Tuesday,2026,High
ZOMB275A223,2026-04-13,08:45,Biryani House,Burger,1449.93,13,1261.44,22,Cash,Delayed,4,Monday,2026,Very High
ZOMB85FE541,2026-04-26,17:30,Cafe Coffee Day,Burger,199.73,20,159.78,69,Debit Card,Delivered,4,Sunday,2026,Low
ZOMF6C21A33,2026-04-27,19:32,Subway,Ice Cream,506.66,23,390.13,46,Upi,Delayed,4,Monday,2026,Medium
ZOM765CB7D5,2026-04-26,01:36,McDonald's,Sandwich,714.27,26,528.56,39,Wallet,Delayed,4,Sunday,2026,High
ZOM137E8F63,2026-04-09,16:15,Pizza Hut,Coffee,1477.88,32,1004.96,61,Upi,Delivered,4,Thursday,2026,Very High
ZOMFFF81E54,2026-04-14,13:32,Cafe Coffee Day,Noodles,587.22,26,434.54,48,Wallet,Cancelled,4,Tuesday,2026,Medium
ZOMD1FF6477,2026-04-08,23:08,Pizza Hut,Pasta,543.54,28,391.35,54,Cash,Delivered,4,Wednesday,2026,Medium
ZOM742D1E08,2026-04-08,20:25,Haldiram's,Paneer Tikka,1406.37,39,857.89,28,Cash,Cancelled,4,Wednesday,2026,High
ZOM86E5A4B5,2026-04-24,00:15,McDonald's,Fries,1202.8,25,902.1,61,Debit Card,Delayed,4,Friday,2026,High
ZOM785A494B,2026-04-26,09:08,Biryani House,Ice Cream,1317.04,12,1159.0,27,Debit Card,Delayed,4,Sunday,2026,Very High
ZOM62F8604E,2026-04-17,00:43,Cafe Coffee Day,Burger,421.66,5,400.58,50,Debit Card,Cancelled,4,Friday,2026,Medium
ZOM27613950,2026-04-18,17:01,McDonald's,Biryani,749.43,25,562.07,17,Credit Card,Cancelled,4,Saturday,2026,High
ZOM8A7CB682,2026-04-11,09:20,Biryani House,Pasta,641.42,27,468.24,59,Debit Card,Delayed,4,Saturday,2026,Medium
ZOMDA2544DD,2026-04-25,06:25,McDonald's,Pasta,389.14,35,252.94,54,Cash,Delayed,4,Saturday,2026,Medium
ZOM1FE3271F,2026-04-26,04:56,Subway,Biryani,362.87,3,351.98,21,Upi,Delivered,4,Sunday,2026,Medium
ZOMA2D8D7A7,2026-04-16,19:47,Barbeque Nation,Biryani,1461.14,36,935.13,16,Credit Card,Delayed,4,Thursday,2026,High
ZOMD46A4D60,2026-04-18,14:36,Cafe Coffee Day,Pizza,1414.64,13,1230.74,63,Upi,Delivered,4,Saturday,2026,Very High
ZOMDEF8CBEB,2026-04-08,06:21,KFC,Noodles,1185.48,36,758.71,55,Debit Card,Delayed,4,Wednesday,2026,High
ZOM06176DA6,2026-04-24,11:38,Haldiram's,Biryani,129.44,11,115.2,52,Wallet,Delivered,4,Friday,2026,Low
ZOMB56177B4,2026-04-20,04:56,KFC,Noodles,153.2,14,131.75,15,Credit Card,Cancelled,4,Monday,2026,Low
ZOMD7D2F0DF,2026-04-29,15:56,Barbeque Nation,Fries,488.64,0,488.64,18,Debit Card,Delayed,4,Wednesday,2026,Medium
ZOM2050DFA5,2026-04-10,19:40,KFC,Paneer Tikka,228.02,5,216.62,24,Wallet,Delivered,4,Friday,2026,Medium
ZOM8632B497,2026-04-07,13:37,Haldiram's,Pasta,703.1,19,569.51,49,Cash,Cancelled,4,Tuesday,2026,High
ZOMF41E9CC9,2026-04-18,07:05,Domino's,Pasta,449.25,0,449.25,30,Wallet,Delivered,4,Saturday,2026,Medium
ZOMA8CD4432,2026-04-27,07:58,KFC,Coffee,718.52,29,510.15,19,Credit Card,Delayed,4,Monday,2026,High
ZOM621FEC92,2026-04-02,09:31,Haldiram's,Sandwich,1049.05,4,1007.09,38,Debit Card,Delivered,4,Thursday,2026,Very High
ZOM223EB95A,2026-04-29,21:46,Barbeque Nation,Burger,561.0,6,527.34,56,Upi,Delivered,4,Wednesday,2026,High
ZOM3D2C7C74,2026-04-13,22:39,Haldiram's,Biryani,951.28,9,865.66,25,Cash,Delivered,4,Monday,2026,High
ZOMEFBFB8E1,2026-04-24,19:31,Pizza Hut,Ice Cream,1145.71,37,721.8,52,Cash,Delayed,4,Friday,2026,High
ZOM00DFCEB9,2026-04-21,04:02,Barbeque Nation,Paneer Tikka,208.67,2,204.5,65,Wallet,Delayed,4,Tuesday,2026,Medium
ZOMC51DCE20,2026-04-03,00:30,Burger King,Noodles,338.47,9,308.01,34,Debit Card,Delayed,4,Friday,2026,Medium
ZOMAD86DB03,2026-04-08,01:05,Subway,Burger,982.34,19,795.7,15,Wallet,Delayed,4,Wednesday,2026,High
ZOM310F852F,2026-04-07,09:48,Burger King,Fries,1417.57,16,1190.76,30,Debit Card,Cancelled,4,Tuesday,2026,Very High
ZOME64E506F,2026-04-05,08:38,Cafe Coffee Day,Ice Cream,1166.14,5,1107.83,36,Wallet,Cancelled,4,Sunday,2026,Very High
ZOM1057A326,2026-04-16,23:31,Haldiram's,Biryani,179.79,13,156.42,47,Cash,Delivered,4,Thursday,2026,Low
ZOMD717421B,2026-04-02,19:04,Haldiram's,Burger,636.37,4,610.92,15,Credit Card,Delayed,4,Thursday,2026,High
ZOM5CE839ED,2026-04-08,23:37,Burger King,Pasta,733.6,36,469.5,34,Upi,Delivered,4,Wednesday,2026,Medium
ZOM1F28E7B5,2026-04-22,23:55,Burger King,Fries,330.49,19,267.7,17,Credit Card,Delayed,4,Wednesday,2026,Medium
ZOMD9B6A141,2026-04-22,12:13,Burger King,Coffee,266.81,24,202.78,68,Wallet,Cancelled,4,Wednesday,2026,Medium
ZOM79A491B9,2026-04-10,02:35,Biryani House,Ice Cream,766.6,29,544.29,54,Debit Card,Delivered,4,Friday,2026,High
ZOMC6B1A4F1,2026-04-23,15:59,Cafe Coffee Day,Biryani,710.15,34,468.7,51,Debit Card,Delivered,4,Thursday,2026,Medium
